PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
6604,173.8,154.92,159.8,111.62,11.86,12.27,,11.97,6.62,23.97,13.9,93.72,6.6
6605,197.7,146.91,173.4,114.79,11.82,12.19,0.39,11.97,6.53,25.16,15.1,95.24,6.62
6606,161.8,168.24,160.3,110.06,11.75,12.3,,11.97,6.61,26.98,15.1,109.37,6.6
6607,182,147.55,161,113.26,12.02,12.35,0.41,11.98,6.4,20.17,13.3,93.94,6.43
6608,172.9,168.42,144.3,118.38,11.89,12.21,,11.97,6.6,25.65,15.9,101.95,6.64
6609,165.5,165.76,146.1,121.97,12.07,12.23,,11.97,6.62,20.88,27.5,95.74,6.61
6610,183,160.73,174.8,115.75,12.08,12.18,,11.97,6.62,23.13,16.5,97.03,6.61
6611,158.4,176.53,150.9,112.98,11.88,12.19,,11.97,6.6,26.58,14.8,104.47,6.61
6612,165.1,146.92,149.9,122.5,11.9,12.26,,11.97,6.62,23.77,14.6,94.07,6.61
6613,156,164.94,165.1,113.99,11.85,12.34,,11.97,6.61,25.33,10.8,94.79,6.62
6614,145.8,147.52,177.5,110.39,11.9,12.19,,11.98,6.62,24.73,14.1,96.48,6.61
6615,185.3,156.53,149.7,115.05,12.11,12.25,0.39,11.97,6.41,19.8,13.7,84.87,6.4
6616,159.6,151.55,161.5,115.33,12.12,12.17,0.37,11.97,6.44,21.51,16.5,96.79,6.41
6617,164.6,151.19,161.6,109.47,12.09,12.18,,11.97,6.62,21.69,23.7,102.28,6.61
6618,141.4,145.75,186.5,113.43,12.05,12.36,0.41,11.97,6.4,21.99,10.4,100.32,6.4
6619,166.9,146.43,152.6,109.42,11.85,12.24,,11.97,6.61,25.43,16,106.54,6.61
6620,163.2,155.85,168.1,117.58,12.09,12.27,,11.97,6.6,19.1,16.4,99.7,6.63
6621,184.1,155.4,164.4,109.14,11.86,12.2,0.35,11.97,6.61,25.13,14.9,96.75,6.6
6622,152.7,152.14,168.1,104.42,11.9,12.26,,11.98,6.6,26.23,17.5,96.74,6.61
6623,149.5,145.14,155.1,115.62,12.13,12.24,0.4,11.97,6.4,18.94,16,83.04,6.42
6624,160.3,140.24,150.7,110.91,11.86,12.29,,11.97,6.6,24.81,14.2,96.24,6.6
6625,159.7,148.41,161.8,110.3,12.12,12.26,0.4,11.97,6.41,18.24,15.7,81.83,6.41
6626,142.4,170.27,149.2,109.09,12.07,12.16,,11.97,6.62,26.42,19.8,97.01,6.62
6627,159.9,146.8,154.4,116.36,11.86,12.18,0.42,11.97,6.64,24.14,21.3,98.96,6.62
6628,169.5,171.97,171.3,111.1,11.86,12.27,,11.97,6.62,24.15,18.4,96.06,6.63
6629,153.2,137.46,171.5,118.17,11.83,12.31,0.39,11.97,6.6,25.6,13.1,107.89,6.64
6630,136.6,163.69,173.7,104.04,11.89,12.17,,11.97,6.63,21.68,15.3,85.96,6.62
6631,166.1,153,158.6,115.77,12.1,12.2,,11.97,6.62,22.55,17.1,96.69,6.61
6632,190.7,157.91,154.6,112.21,11.82,12.27,0.39,11.97,6.6,26.68,18.4,99.39,6.61
6633,167.4,157.88,164.1,112.5,12.03,12.23,0.41,11.97,6.41,20.3,14.9,94.1,6.41
6634,169.5,151.52,159.4,114.4,11.86,12.26,0.39,11.98,6.61,25.88,16.2,96.17,6.6
6635,141.4,142.17,160.1,110.35,12.04,12.18,0.41,11.97,6.41,23.38,19.4,96.13,6.42
6636,139.8,163.64,169.5,116.86,12.11,12.27,0.4,11.97,6.41,23.39,11.8,98.08,6.41
6637,139.5,159.27,197.6,112.4,11.7,12.28,,11.97,6.62,24.09,13,99.24,6.41
6638,149.8,185.47,165.4,114.35,12.06,12.14,,11.98,6.62,24.71,21.9,108.82,6.63
6639,164.9,167.27,152.5,109.44,11.93,12.2,,11.97,6.62,26.38,18.8,96.93,6.61
6640,168,163.86,194.2,114.65,12.09,12.13,,11.97,6.62,23.46,63.2,99.44,6.62
6641,182.2,160.56,161.7,113.95,11.82,12.19,,11.98,6.6,25.67,18.5,96.06,6.61
6642,154.7,168.79,155.7,112.2,11.88,12.21,,11.97,6.62,25.23,18.7,98.43,6.62
6643,174.9,156.94,197.7,113.83,11.78,12.31,,11.97,6.61,24.39,22,95.45,6.45
6644,145.9,155.5,153.8,115.8,12.05,12.29,0.41,11.97,6.41,24.55,11.2,103.23,6.41
6645,161.8,161.06,165.2,117.54,12.03,12.31,0.41,11.97,6.41,26.45,31.8,99.3,6.42
6646,155,153.15,148.4,111.94,12.09,12.21,0.41,11.97,6.41,23.22,18.6,99.34,6.41
6647,161.9,147.68,164.1,111.97,11.79,12.27,,11.97,6.6,23.58,13.8,87.37,6.6
6648,168.6,163.26,143.8,128.17,11.8,12.28,0.35,11.97,6.6,30.61,17.7,109.39,6.6
6649,157.2,144.6,135.3,111,12.11,12.29,0.4,11.97,6.41,18.32,10.1,88,6.4
6650,163.8,175.57,161.7,113.28,11.92,12.23,,11.97,6.61,27.17,16,95.91,6.61
6651,196.1,156.61,176,115.98,11.76,12.24,,11.97,6.61,24.96,22.4,99.51,6.61
6652,166.7,156.55,138.7,115.67,11.85,12.3,0.37,11.97,6.61,25.85,14.9,98.94,6.61
6653,152.8,150.71,149.8,114.65,12.13,12.34,0.38,11.97,6.4,20.96,11,103.82,6.41
6654,198,141.95,190.5,111.86,11.73,12.29,,11.97,6.32,23.01,12.2,99.74,6.61
6655,155.4,158,150.6,116.45,11.82,12.21,0.4,11.97,6.6,22.71,20.1,93.64,6.6
6656,190.9,162.86,166.3,113.56,11.75,12.18,,11.97,6.61,24.49,22,92.58,6.64
6657,187.9,142.18,187.2,118.28,11.86,12.21,,11.97,6.6,24.52,20,104.19,6.63
6658,156.8,164.36,161.4,107.74,11.89,12.19,,11.97,6.62,22.29,16.8,88.12,6.63
6659,173.4,157.04,168.4,113.52,12.1,12.17,,11.97,6.6,22.23,21.3,95.78,6.62
6660,173.9,151.28,169.2,119.09,12.04,12.28,0.41,11.97,6.42,21.86,14.2,99.42,6.41
6661,143.7,149.55,163.7,113.9,12.13,12.25,0.37,11.97,6.4,18.82,11.5,86.32,6.41
6662,173.6,166.8,154.3,111.13,11.85,12.29,,11.97,6.61,26.21,12.6,95.36,6.61
6663,147.5,157.92,168.8,108.13,12.12,12.29,0.39,11.97,6.4,22.86,17,100.32,6.46
6664,147.4,142.23,158.8,111.33,12.05,12.31,0.41,11.97,6.4,23.39,8.9,96.64,6.41
6665,161,133.34,154.9,111.61,12.06,12.31,0.41,11.97,6.43,19.58,13.2,99.28,6.41
6666,166,155.76,159.6,117.07,11.83,12.23,0.37,11.97,6.6,25.65,17.9,103.31,6.61
6667,175,150.58,155.9,112.42,12.14,12.2,0.4,11.97,6.41,19.93,18.5,95.8,6.41
6668,141.3,147.98,152,114.15,11.9,12.23,,11.97,6.62,23.49,17.2,94.82,6.61
6669,151.4,146.93,155.5,112.84,11.83,12.18,0.37,11.97,6.62,23.7,20.4,92.92,6.6
6670,153.9,139.94,170.5,112.27,11.83,12.27,0.39,11.97,6.61,22.94,36.4,98.31,6.64
6671,146.3,135.01,177.9,111.94,12.05,12.26,0.41,11.97,6.4,21.81,16.7,99.48,6.42
6672,134.8,151.53,195.7,117,12.04,12.3,0.41,11.97,6.41,21.55,14.7,102.73,6.41
6673,151.1,135.66,134.9,109.32,12.04,12.33,0.41,11.97,6.42,23.43,12.8,101.97,6.44
6674,140.3,164.67,173,116.46,12.07,12.24,,11.97,6.63,25.82,14.7,97.85,6.62
6675,139.8,149.69,145,112.81,11.85,12.23,,11.97,6.6,28.35,23,102.17,6.61
6676,173.2,162.51,156.9,117.14,11.79,12.2,,11.97,6.61,23.24,17.7,96.18,6.6
6677,178,155.73,145.8,114.52,12.04,12.26,0.41,11.97,6.41,22.72,12.1,98.39,6.41
6678,136.3,172.31,178.4,113.01,12.07,12.15,,11.97,6.6,22.57,22.4,98.35,6.61
6679,152,172.85,149.4,114.99,12.07,12.29,,11.97,6.6,22.72,20.6,103.54,6.63
6680,154.8,174.22,178.5,118.42,12.08,12.29,,11.97,6.62,24.29,20.5,105.31,6.63
6681,139.6,163.93,156,113.44,11.92,12.24,,11.97,6.61,25.95,21.4,108.88,6.61
6682,159,170.62,157.8,113.63,12.06,12.31,,11.97,6.62,22.76,16,103.46,6.62
6683,167.4,148.73,158,114.65,11.83,12.22,0.37,11.97,6.61,25.44,17.7,100.11,6.62
6684,162.6,174.3,177.7,106.39,11.87,12.35,,11.98,6.62,29.49,10.6,95.68,6.63
6685,176.5,157.04,150.7,110.55,11.82,12.3,0.41,11.97,6.61,21.6,17.7,91.48,6.61
6686,159.2,154.05,168.8,109.77,11.9,12.19,,11.97,6.62,24.58,30.4,91.52,6.62
6687,154.7,134.86,178.1,117.35,12.05,12.21,0.41,11.97,6.43,24.62,15.8,96.91,6.41
6688,176.7,168.95,154.9,119.49,11.88,12.27,,11.97,6.61,23.71,11.5,93.28,6.62
6689,161.9,167.49,166.2,108.49,11.89,12.33,,11.97,6.62,23.88,17.9,89.66,6.62
6690,190.3,136.31,142.1,112.58,12.06,12.27,0.41,11.97,6.41,24.22,12.1,102.14,6.41
6691,181.8,150.22,126.4,117.47,12.1,12.18,0.41,11.97,6.43,22.72,21.4,99.64,6.4
6692,154.4,138.36,151.9,110.93,12.07,12.2,0.39,11.97,6.41,20.25,19.3,94.78,6.43
6693,165.2,142.57,167.3,107.33,11.84,12.18,0.33,11.98,6.6,24.11,17.7,93.77,6.6
6694,187,140.13,160,115.77,11.86,12.29,,11.97,6.61,25.91,14.6,100.41,6.61
6695,162.7,162.8,189.5,107.89,11.83,12.3,0.37,11.97,6.61,23.56,13.4,96.3,6.61
6696,149.4,160.6,148.6,114.92,11.82,12.28,0.38,11.97,6.63,23.48,13.4,97.98,6.6
6697,144.9,144.67,176,112.78,12.04,12.3,0.41,11.97,6.4,24.94,17.5,100.89,6.43
6698,164.4,147.36,197.7,111.28,12.04,12.28,0.41,11.97,6.4,22.23,57.8,97.66,6.24
6699,154.4,154.81,131.5,110.17,12.1,12.23,0.41,11.97,6.41,21.49,19.7,97.77,6.41
6700,138.2,138.95,188,107.51,12.06,12.26,0.41,11.97,6.42,20.69,14.3,98.46,6.41
6701,151.4,154.64,151.8,107.15,12.12,12.19,0.38,11.97,6.41,21.15,19.1,102.16,6.42
6702,157.6,144.11,156.9,115.28,11.85,12.23,0.37,11.97,6.61,24.8,18.2,92.83,6.61
6703,155.2,161,147.6,115.23,12.06,12.13,,11.97,6.6,21.9,19,102.28,6.61
6704,146.2,141.22,148.3,107.18,11.84,12.3,0.35,11.97,6.6,23.93,17.9,100.78,6.61
6705,189.3,138.1,134.3,111.38,12.11,12.29,0.41,11.97,6.41,23.1,12.5,97.59,6.41
6706,169.2,161.06,169.3,120.5,11.86,12.25,,11.97,6.61,23.56,12.1,92.53,6.63
6707,161.8,151.35,133.8,116.06,12.12,12.26,0.4,11.97,6.4,15.68,18,78.84,6.41
6708,197.5,157.89,158.2,114.12,12.08,12.11,,11.97,6.49,23.85,19.7,92.83,6.6
6709,157.1,156.93,149.1,112.85,11.9,12.27,,11.97,6.62,24.37,14.6,104.7,6.63
6710,167.2,176.84,185.4,116.27,12.07,12.09,,11.97,6.62,24.89,38.9,102.2,6.63
6711,163.5,171.75,151,115.15,11.88,12.3,,11.98,6.62,26.01,12.6,105.52,6.62
6712,138.4,186.99,180,113.9,12.05,12.35,,11.98,6.61,23.28,8.9,103.42,6.6
6713,163.1,168.69,153.5,113.81,12.07,12.23,,11.98,6.61,23.15,19.8,95.28,6.61
6714,194.1,150.9,154,114.41,12.04,12.34,0.38,11.97,6.42,22.12,15.8,93.03,6.4
6715,159.8,151.06,159.8,107.59,11.91,12.2,,11.98,6.63,24.15,14.7,91.62,6.6
6716,150.2,141.13,178.9,117.05,11.85,12.27,0.37,11.97,6.61,24.3,13,95.54,6.62
6717,154.1,162.15,144.5,112.06,11.82,12.19,0.41,11.97,6.62,22.7,13.1,94.81,6.61
6718,155.5,154.19,168,112.5,12.05,12.21,0.41,11.97,6.41,23.76,22.9,102.73,6.41
6719,138.9,144.57,163.6,112.87,11.84,12.2,0.27,11.97,6.61,24.24,14.9,93.6,6.63
6720,145.5,164.98,149.7,112.17,12.08,12.14,,11.97,6.62,22.11,16.2,102.29,6.61
6721,169.9,146.05,145.2,114.91,12.11,12.37,0.41,11.97,6.41,23.66,13.6,99.37,6.42
6722,163.4,155.2,146.3,110.31,11.9,12.37,,11.98,6.63,24.83,11.1,91.32,6.61
6723,176.3,154.92,160.4,107.95,12.04,12.27,0.41,11.97,6.41,24.36,16.3,103.22,6.41
6724,151.4,171.36,149.7,110.59,11.89,12.32,,11.98,6.62,27.38,13.9,99.16,6.61
6725,144.4,145.71,173.5,111.65,12.06,12.23,0.41,11.97,6.4,23.21,25.6,92.56,6.41
6726,145.3,152.65,144.8,113.46,12.1,12.28,0.41,11.97,6.41,22.68,14.7,105.39,6.41
6727,145.4,144.06,135.8,111.33,11.91,12.31,,11.97,6.63,23.21,10.5,92.3,6.61
6728,160.8,164.94,158.5,131.47,11.81,12.26,0.4,11.97,6.63,28.86,16.4,98.73,6.63
6729,126.8,165.05,156.5,117.63,11.87,12.46,,11.97,6.6,26.77,8.8,95.94,6.61
6730,160.9,143.27,162.3,115.98,12.12,12.26,0.4,11.97,6.41,18.44,13.7,81.76,6.41
6731,174.4,146.13,148.3,112.57,12.12,12.26,0.39,11.97,6.41,18.28,15.4,83.24,6.42
6732,165.7,182.95,145,117.45,12.06,12.27,,11.97,6.61,26.92,15.5,108.75,6.61
6733,180.8,149.12,149.7,112.43,12.03,12.24,0.41,11.97,6.41,23.46,15.3,101.93,6.4
6734,170.9,174.09,149.6,113.91,12.06,12.16,,11.97,6.61,23,18,104.91,6.6
6735,158.6,157.85,147.8,110.31,11.82,12.43,0.37,11.97,6.62,25.86,10.9,103.63,6.63
6736,127.6,151.68,144.4,109.91,12.08,12.39,0.34,11.97,6.43,21.5,12.3,97.12,6.4
6737,172.7,152.13,147.6,112.14,12.07,12.22,,11.97,6.6,24.35,16.1,96.71,6.61
6738,168.1,150.66,144.8,114.61,11.89,12.3,,11.97,6.61,26.27,12.1,100.22,6.61
6739,157.3,174.19,152,113.13,12.06,12.39,,11.97,6.6,22.83,10.5,101.47,6.61
6740,141.2,156.9,149.3,109.38,12.04,12.34,0.41,11.97,6.41,23.98,9.5,99.08,6.41
6741,139.2,161.14,174.9,108,11.79,12.21,0.37,11.97,6.62,25.98,17,100.75,6.61
6742,146,149.07,166.3,111.67,12.12,12.25,0.4,11.97,6.41,20.98,18.2,83.4,6.44
6743,191.1,165.27,165.6,111.1,11.82,12.26,,11.97,6.61,27.73,19.4,104.49,6.61
6744,162.3,157.59,138.9,116.06,11.83,12.3,0.37,11.97,6.61,25.83,29.7,107.03,6.61
6745,168,176.57,145.3,111.71,12.06,12.16,,11.97,6.64,24.9,15.5,100.14,6.63
6746,161.8,135.51,197.5,113.57,11.71,12.28,,11.97,6.61,24.53,14.7,100.12,6.49
6747,147.7,154.07,165.4,114.57,11.84,12.25,0.4,11.97,6.61,24.77,19,98.84,6.62
6748,138.3,143.56,134.6,109.52,12.12,12.25,0.39,11.97,6.41,17.75,16.3,85.31,6.41
6749,157.5,152.5,146.7,111.43,11.77,12.38,,11.97,6.61,26.72,10.8,101.75,6.61
6750,164.4,175.63,152.9,119.63,11.92,12.25,,11.97,6.61,22.06,15.3,92.98,6.61
6751,156,137.55,146.8,112.17,11.73,12.31,,11.97,6.6,26.11,16.3,96.76,6.61
6752,148.3,163.82,143.5,104.86,11.89,12.27,,11.97,6.62,24.26,11.9,89.9,6.61
6753,197.9,160.35,166.9,107.79,11.76,12.3,,11.97,6.24,23.16,16.7,91.86,6.61
6754,148.1,172.05,141.3,113.34,12.06,12.31,,11.98,6.62,22.97,16.4,95.79,6.61
6755,184.5,152.21,165.3,111.32,12.12,12.27,0.3,11.97,6.42,20.74,24,89.61,6.43
6756,169.3,161.49,197.4,113.22,11.82,12.19,,11.97,6.62,27.81,13.6,103.17,6.58
6757,153.4,145.57,166.2,114.95,12.04,12.1,0.41,11.97,6.4,22.51,29.9,98.04,6.44
6758,150.7,164.31,159.3,110.8,11.73,12.26,,11.97,6.61,27.1,27.9,112.92,6.61
6759,164.8,143.94,132.6,112.17,12.11,12.27,0.4,11.97,6.41,18.14,15.1,82.01,6.4
6760,141.6,167.28,158.6,111.55,12.08,12.19,,11.97,6.62,25.47,19.2,105.26,6.61
6761,165.5,133.26,142.9,111,12.07,12.3,0.38,11.97,6.4,21.27,13,96.94,6.42
6762,145.2,164.1,147.5,118.67,12.08,12.22,,11.97,6.62,25.29,30.4,109.98,6.6
6763,175.6,163.94,176.1,117.62,11.84,12.28,,11.97,6.61,25.93,15.1,96.5,6.61
6764,155.3,150.22,156.9,119.3,12.09,12.28,,11.97,6.62,21.66,11.7,98.96,6.62
6765,132.4,151.81,150.2,112.84,11.78,12.22,,11.97,6.61,23.79,15.8,87.99,6.61
6766,149.7,157.13,197.5,117.09,11.71,12.34,,11.97,6.6,25.39,10.5,101.81,6.61
6767,167.6,144.46,194.6,111.71,11.88,12.2,0.37,11.97,6.61,24.63,15.1,96.93,6.6
6768,175.1,145.19,185.6,111.18,11.85,12.34,0.36,11.97,6.61,23.56,13,92.75,6.63
6769,197.7,153.46,197.8,118.28,12.05,12.24,0.41,11.97,6.36,21,14.5,100.71,6.38
6770,147,143.7,140.3,116.4,12.08,12.29,0.38,11.97,6.41,21.48,12.9,97.65,6.41
6771,144.6,172.88,173.9,114.02,11.91,12.29,,11.97,6.6,27.39,15.1,99.4,6.63
6772,129.4,143.59,151.6,113.95,12.13,12.4,0.39,11.97,6.4,17.05,12,84.07,6.41
6773,167.8,152.93,141.6,112.04,12.13,12.34,0.38,11.97,6.42,18.87,11.7,81.09,6.42
6774,142.2,154,154.1,116.12,12.09,12.21,,11.97,6.62,21.37,16.9,93.15,6.61
6775,145,141.23,166.6,113.22,12.03,12.24,0.41,11.97,6.4,25.72,16.2,94.65,6.41
6776,165,177.35,183.3,119.36,12.07,12.13,,11.97,6.62,24.48,19,102.54,6.61
6777,157.6,156.62,177.4,110.54,11.82,12.19,0.38,11.97,6.61,23.53,16.7,94.52,6.61
6778,158.4,166.57,150.3,111.07,11.89,12.22,,11.97,6.62,24.8,13,88.24,6.63
6779,197.8,161.32,123.9,111.81,11.82,12.28,0.36,11.97,6.49,24.82,22.7,100.76,6.61
6780,159.4,136.35,152.9,110.04,12.11,12.15,0.39,11.97,6.4,16.63,29,76.82,6.4
6781,146.1,143.53,148.1,113.7,12.12,12.26,0.36,11.97,6.41,18.28,20.9,79.9,6.43
6782,170.1,151.8,147.2,108.33,11.84,12.17,0.41,11.97,6.61,23.98,24.8,94.68,6.61
6783,167.4,157.82,168.3,111.44,12.08,12.3,,11.97,6.6,22.01,13.5,95.45,6.61
6784,175.8,156.44,160,117.27,12.08,12.28,,11.97,6.61,21.24,17.4,91.78,6.6
6785,131.1,161.73,151,113.51,11.83,12.29,,11.97,6.61,25.95,12.7,104.25,6.63
6786,131.1,173.39,161.2,113.53,12.07,12.24,,11.97,6.62,25.54,18.2,97.37,6.61
6787,162.4,153.76,139.5,116.57,12.13,12.12,0.39,11.97,6.41,22.73,21.1,93.63,6.42
6788,155.3,181.04,167.5,109.89,12.06,12.25,,11.97,6.6,24.46,21.8,104.7,6.61
6789,187.9,151.07,166.3,113.15,12.11,12.2,0.4,11.97,6.4,18.27,19,84.36,6.44
6790,143.8,155.22,135.7,114.85,11.83,12.21,0.36,11.97,6.61,25.39,25.5,96.87,6.61
6791,163.9,175.35,189.8,109.33,12.05,12.2,,11.97,6.61,24.18,38.8,102.98,6.62
6792,187.6,160.28,167.6,114.04,11.83,12.27,,11.97,6.61,24.89,18.6,100.89,6.61
6793,149.7,174.54,162,111.16,12.06,12.22,,11.97,6.6,22.31,16.6,100.67,6.62
6794,156.6,136.72,161.3,119.3,12.04,12.3,0.41,11.97,6.4,23.25,12.1,100.87,6.41
6795,157.9,171.04,186.8,111.47,11.75,12.37,,11.97,6.61,27.29,8.1,100.72,6.64
6796,144.2,155.14,178,110.11,12.09,12.3,,11.97,6.6,23.3,14.9,96.82,6.64
6797,167.8,158.53,154,114.7,12.08,12.21,,11.97,6.62,24.71,13,101.06,6.63
6798,158.3,149.53,171.6,107.45,12.11,12.31,0.39,11.97,6.41,19.58,15.3,96.45,6.4
6799,179.3,155.39,145.3,116.46,11.84,12.29,,11.98,6.61,24,15.6,97.76,6.6
6800,181.3,148.8,158.2,119.14,11.83,12.21,,11.97,6.61,25.81,15.5,105.09,6.62
6801,179.2,138.07,154,114.13,11.87,12.22,,11.97,6.6,24.21,14.6,99.17,6.62
6802,170.8,159.37,172.6,107.6,11.81,12.21,0.37,11.98,6.6,24.14,12.3,99.17,6.63
6803,167.7,130.08,158.4,110.95,12.06,12.23,0.4,11.97,6.41,21.84,16.6,95.53,6.42
6804,159.2,143.59,185.1,114.56,11.83,12.37,0.38,11.97,6.62,23.86,9.5,92.45,6.61
6805,189.6,162.1,153.2,116.55,11.81,12.19,0.38,11.97,6.6,24.92,17.5,103.38,6.61
6806,197.7,139.82,151.4,111.23,11.83,12.31,0.36,11.97,6.56,22.53,19.1,90.88,6.6
6807,172.6,143.71,181.5,116.73,12.05,12.25,0.41,11.97,6.41,22.01,12,100.31,6.41
6808,141.8,140.11,163.2,112.86,12.1,12.34,0.41,11.97,6.4,23.85,14.3,96.1,6.4
6809,133.8,160.64,149,108.66,11.88,12.35,,11.97,6.62,24.66,11.8,90.24,6.6
6810,171.7,149.06,137.3,114.69,11.82,12.18,0.4,11.97,6.62,23.47,17,89.23,6.61
6811,197.7,136.23,185.4,112.62,11.73,12.27,,11.97,6.61,26.75,15.6,98.58,6.62
6812,166.1,149.59,177.9,108.8,11.74,12.24,,11.97,6.61,26.31,16,98.02,6.61
6813,148.1,151.09,160.4,114.96,12.09,12.34,0.38,11.98,6.41,17.94,15.9,83.48,6.44
6814,155.2,159.59,130.8,113.61,11.88,12.34,,11.97,6.61,22.5,10.1,89.4,6.61
6815,149.1,158.83,148,112.11,12.09,12.19,,11.97,6.6,26.28,21.6,109.77,6.62
6816,169.4,159.93,161.7,111.9,12.09,12.24,,11.97,6.63,25.84,12.3,103.94,6.61
6817,156,179.62,146.6,111.26,12.08,12.08,,11.97,6.6,24.39,40.6,102.99,6.61
6818,161,168.36,151.9,108.88,11.88,12.28,,11.97,6.6,26.82,26,91.31,6.63
6819,159.2,148.84,163,111.74,11.84,12.18,0.41,11.97,6.6,24.82,20.1,94.6,6.61
6820,164.5,162.66,146.5,111.07,11.75,12.27,,11.97,6.61,28.38,11.5,102.92,6.61
6821,165,178.56,165,122.54,12.06,12.17,,11.97,6.6,25.42,17.8,104.19,6.62
6822,169.5,157.96,156.3,115.26,11.9,12.25,,11.97,6.62,26.23,18.6,103.32,6.64
6823,166.5,174.58,197.4,111.91,12.06,12.28,,11.97,6.61,22.56,16.7,103.31,6.63
6824,170.5,154.68,154,111.42,12.09,12.14,,11.97,6.62,23.98,29.5,98.02,6.61
6825,156.6,158.32,156.6,109.05,11.91,12.35,,11.97,6.6,25.74,14.2,92.34,6.65
6826,149.6,156.56,141.5,116.8,11.82,12.27,0.38,11.97,6.62,24.96,15.5,99.54,6.6
6827,159.2,145.15,149.1,113.24,12.12,12.23,0.41,11.97,6.41,21.2,13.3,92.44,6.42
6828,168.5,139.36,197.5,115.79,11.73,12.31,,11.97,6.61,24.16,13.6,102.49,6.51
6829,128.4,136.95,177,108.59,12.13,12.29,0.39,11.97,6.4,19.12,10.5,80.61,6.41
6830,183.2,160.36,165.6,112.12,11.75,12.32,,11.97,6.62,25.69,19.1,90.71,6.6
6831,177.6,159.01,167.9,116.61,11.85,12.23,,11.97,6.64,26.19,15.9,108.42,6.61
6832,154.1,166.99,152.8,111.23,11.88,12.26,,11.97,6.62,23.53,18.7,96.29,6.61
6833,164.8,175.48,174.5,111.14,11.88,12.29,,11.98,6.62,22.59,13.4,91.27,6.62
6834,148.8,168.13,155.3,111.41,11.92,12.35,,11.97,6.62,26.95,8.2,102.17,6.6
6835,138.6,158.33,179.7,117.41,12.08,12.25,,11.97,6.62,21.42,15.1,92.96,6.61
6836,152.9,153.02,175.5,115.25,12.13,12.29,0.38,11.97,6.42,22.29,10.8,99.03,6.41
6837,188.4,139.76,176.2,112.81,11.86,12.21,,11.98,6.61,25.05,21.1,97.5,6.63
6838,144.2,163.97,158,108.4,12.09,12.24,,11.97,6.62,25.21,13.1,98.77,6.61
6839,175.1,160.24,183.3,109.79,11.83,12.16,,11.97,6.61,24.74,16.4,105.66,6.6
6840,136.4,127.96,138.1,110.38,12.05,12.36,0.41,11.97,6.4,25.62,9.8,102.35,6.41
6841,182.1,165.69,169.6,117.8,12.07,12.25,,11.97,6.62,21.61,16.5,101.44,6.61
6842,156.2,174.92,132,120.96,11.92,12.2,,11.97,6.62,26.92,34.1,103.6,6.62
6843,185.7,145.19,142.5,107.33,11.84,12.4,0.35,11.97,6.61,24.95,9.2,95.51,6.62
6844,178.1,140.35,185.8,110.82,11.85,12.29,,11.97,6.61,24.87,20.4,105.15,6.63
6845,125.9,159.85,184.8,111.44,11.82,12.15,,11.97,6.6,25.51,20.5,99.96,6.66
6846,146.7,150.97,143.4,113.31,12.11,12.22,0.37,11.97,6.42,19.82,19,94.84,6.41
6847,133.5,160.18,122.1,116.71,11.83,12.16,0.37,11.97,6.61,27.39,20.8,96.81,6.63
6848,197.9,142.26,184.4,112.98,11.85,12.27,,11.97,6.51,22.93,38.6,96.55,6.61
6849,145.8,158.12,147.5,113.82,11.83,12.37,0.37,11.97,6.61,25,15.3,105.19,6.63
6850,131.7,154.13,140.1,117.4,12.09,12.25,0.41,11.97,6.4,23.28,13.5,90.24,6.41
6851,137.5,158.27,139,113.74,11.89,12.46,,11.97,6.62,24.84,8.4,90.71,6.6
6852,148.4,159.6,141.2,110.2,12.08,12.25,,11.97,6.6,23.52,14.2,95.31,6.6
6853,182.6,135.21,179.6,109.56,11.87,12.24,0.39,11.98,6.61,24.78,49.6,96.27,6.68
6854,146.2,159.66,163.7,110.71,11.82,12.28,0.35,11.97,6.61,25.72,13.1,94.82,6.6
6855,175,151.72,174,112.71,12.08,12.15,,11.97,6.62,22.6,28,91.86,6.61
6856,157.8,171.67,142.6,116.21,12.07,12.28,,11.97,6.62,22.36,13.3,102.94,6.65
6857,174.7,175.44,178.8,113.84,12.06,12.21,,11.97,6.62,23.48,16.5,104.59,6.61
6858,147.9,176.94,149.5,108.82,11.88,12.26,,11.97,6.62,24.54,35.6,96.8,6.61
6859,165.1,158.96,197.4,114.37,12.09,12.36,,11.97,6.62,22.14,11.7,96.1,6.52
6860,161.5,160.23,171.3,116.75,11.76,12.22,,11.97,6.61,25.43,28.3,98.89,6.6
6861,139.6,161.49,149.8,123.23,12.09,12.25,0.41,11.97,6.41,24.72,13.3,106.33,6.41
6862,171.5,142.5,140.3,113.65,11.84,12.35,,11.97,6.6,24.75,12.1,104.38,6.6
6863,145.5,164.96,165.5,114.38,12.08,12.15,,11.97,6.62,23.06,25.5,103.25,6.61
6864,157.3,133.55,156.5,112.01,12.12,12.21,0.39,11.97,6.41,20.75,15.7,101.82,6.43
