PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
30119,176.1,174.65,182.9,111.7,11.89,12.23,,11.97,6.61,22.83,15.9,105.36,6.62
30120,151.3,163.36,151.3,110.97,11.77,12.28,,11.97,6.6,25.45,16,104.56,6.61
30121,167.4,159.7,147.8,123.38,11.82,12.27,0.38,11.97,6.61,26.58,12.3,99.99,6.61
30122,184.4,148.85,154.2,111.56,12.11,12.2,,11.98,6.62,25.39,24.9,100.02,6.6
30123,169.2,153.74,170.6,117.69,12.13,12.27,0.4,11.97,6.42,22.37,10.6,102.16,6.4
30124,147.8,169.21,158.7,115.71,11.88,12.34,,11.97,6.61,24.71,12.7,98.5,6.63
30125,173.5,175.91,164.7,116.38,12.06,12.18,,11.97,6.62,26.6,23.2,108.74,6.6
30126,157.5,159.01,135.2,113.85,11.83,12.24,0.37,11.97,6.61,25.83,24,99.79,6.61
30127,134.9,162.18,159.9,108.65,11.89,12.3,,11.97,6.6,26,9.7,96.8,6.62
30128,190.9,175.81,135.1,113.89,12.06,12.24,,11.97,6.6,21.94,33.8,108.15,6.62
30129,190.5,155.15,151.5,107.53,11.77,12.23,,11.97,6.61,21.26,15.1,88.31,6.62
30130,143.9,175.11,148.5,112.08,12.07,12.21,,11.98,6.63,25.47,17.5,104.48,6.63
30131,140.1,153.06,154.7,112.18,12.08,12.29,,11.97,6.62,23.7,15.3,98.14,6.62
30132,156.4,151.9,178.1,125.19,12.04,12.27,0.41,11.97,6.41,22.19,21.4,103.48,6.45
30133,142.8,140.78,130.5,113.31,12.11,12.31,0.41,11.97,6.4,21.95,21.3,93.04,6.41
30134,177.8,149.63,168.8,111.99,11.85,12.34,,11.97,6.61,27.93,16.5,106.43,6.6
30135,147.5,173.33,154.7,108.68,12.06,12.19,,11.97,6.62,24.64,12.6,101.68,6.63
30136,194.8,144.13,158.1,111.36,11.78,12.41,,11.98,6.61,24.56,14.6,97.63,6.61
30137,197.7,160.2,197.4,113.25,11.84,12.13,,11.97,6.55,26.35,29.5,103.65,6.56
30138,158.6,152.41,149.1,114.75,11.83,12.24,0.34,11.97,6.61,27.49,17.4,99.7,6.61
30139,165.1,162.03,164.3,110.46,12.12,12.28,0.37,11.97,6.43,20.89,20.1,100,6.4
30140,154,153.34,149.7,116.04,12.05,12.22,0.41,11.98,6.41,25.19,16.7,104.63,6.41
30141,185.3,151.82,156.5,112.26,12.1,12.37,0.41,11.97,6.42,21.61,9.8,96.18,6.41
30142,173.8,173.77,169.4,115.04,12.09,12.17,,11.97,6.62,25.03,44.2,97.61,6.6
30143,172.6,169.08,152,103.64,11.89,12.29,,11.98,6.63,21.55,13,95.98,6.62
30144,157.2,144.56,151.2,112.92,11.78,12.28,,11.97,6.61,23.49,8.8,89.01,6.63
30145,182,158.98,172.3,113.16,11.83,12.27,,11.97,6.61,25.32,17.1,100.37,6.6
30146,157.3,170.97,177.1,113.55,12.08,12.29,,11.97,6.62,23.17,13.1,98.12,6.62
30147,167,135.67,178.9,110.56,12.05,12.37,0.41,11.97,6.41,20.3,22.1,94.1,6.43
30148,145.9,168.32,139.2,114.21,12.07,12.26,,11.97,6.61,21.68,14.3,99.46,6.6
30149,129.9,139.49,179.7,112.26,12.05,12.34,0.41,11.97,6.4,22.19,10.7,99.79,6.4
30150,163.9,151.82,154.4,113.93,12.05,12.18,0.39,11.97,6.41,21.16,42.9,95.17,6.42
30151,174.5,171.51,151.4,109.44,12.06,12.15,,11.97,6.62,24.41,21.9,98.55,6.62
30152,149.3,154.71,160.5,112.54,12.09,12.1,,11.98,6.6,21.32,19.8,98.95,6.61
30153,180.5,163.25,150,111.74,11.9,12.27,,11.97,6.6,24.64,20.6,92.66,6.61
30154,174.2,179.86,179.1,114.15,12.06,12.25,,11.97,6.63,23.6,12.5,99.42,6.61
30155,159.8,154,160.5,125.33,12.1,12.28,,11.97,6.62,21.13,14.1,91.95,6.61
30156,175.5,162.94,142.8,110.77,11.91,12.4,,11.97,6.62,26.58,10.9,104.09,6.61
30157,153.8,156.16,150.2,110.68,12.09,12.16,,11.98,6.64,21.24,10.8,98.82,6.62
30158,150.5,163.33,160.5,120.04,11.83,12.34,0.39,11.97,6.61,25.29,17.5,103.71,6.61
30159,178.3,145.1,151.9,110.15,12.12,12.19,0.4,11.97,6.4,19.5,18.9,82.74,6.41
30160,145,134.22,172.8,112.87,12.06,12.28,0.41,11.97,6.41,22.24,16.9,105.54,6.41
30161,148.4,162.82,155.7,112.63,11.73,12.25,,11.97,6.62,26.32,13.9,105.11,6.61
30162,182.2,183.07,175.5,113.32,12.05,12.24,,11.97,6.62,24.88,18.8,106.04,6.63
30163,156,140.07,133.9,114.15,11.83,12.17,0.37,11.97,6.61,22.79,20.5,91.39,6.61
30164,150.4,147.2,163.4,114.1,12.06,12.17,0.41,11.97,6.41,21.3,20.7,92.1,6.44
30165,148.1,146.04,162.7,113.97,11.84,12.25,0.34,11.97,6.61,24.6,16.6,93.03,6.62
30166,152.7,147.69,169.4,118.11,11.79,12.23,,11.97,6.61,25.17,19.7,97.25,6.61
30167,150,142.23,149.4,106.32,11.83,12.37,0.39,11.98,6.6,25.28,10.1,101.97,6.61
30168,173.5,162.19,175.2,113.73,11.83,12.27,,11.97,6.6,26.86,18.7,97.71,6.63
30169,190.5,149.08,181.1,120.4,12.04,12.32,0.41,11.97,6.4,23.73,13.9,104.2,6.4
30170,196.8,156.87,177.8,112.95,12.09,12.26,,11.97,6.6,18.16,18,98.52,6.61
30171,150.1,154.66,157.8,113.83,11.89,12.27,,11.97,6.61,26,15.2,99.29,6.61
30172,148.6,181.7,148.9,114.78,12.08,12.16,,11.97,6.62,23.74,22.1,100.57,6.6
30173,169.6,151.92,168.2,113.88,12.08,12.17,,11.97,6.61,23.28,14.1,99.47,6.62
30174,165.3,147.06,158,113.31,11.89,12.3,,11.97,6.61,23.04,11.6,96.5,6.62
30175,139.9,169.7,150.7,112.11,12.07,12.23,,11.98,6.62,23.07,18,96.34,6.61
30176,147.8,153.42,144.1,115.42,12.09,12.27,0.41,11.97,6.42,21.62,13.7,94.73,6.4
30177,169.1,163.58,183.5,108.85,11.82,12.31,,11.97,6.6,25.19,18.6,103.33,6.6
30178,142.8,155.83,151.8,108.42,11.91,12.21,,11.98,6.62,24.21,20.6,101.23,6.6
30179,167.1,151.22,141,109.27,12.03,12.21,0.41,11.97,6.41,23.71,19.5,102.49,6.4
30180,151.1,176.82,152,104.4,11.88,12.27,,11.98,6.62,24.01,18,100.85,6.61
30181,191.8,157.06,154,115.57,11.82,12.28,0.37,11.97,6.61,23.51,22.1,95.01,6.6
30182,171.6,166.93,192,113.72,11.82,12.28,0.36,11.97,6.61,25.84,9.6,97.89,6.61
30183,164.3,160.8,197.5,114.99,12.09,12.24,,11.97,6.61,21.76,24.8,98.75,6.58
30184,177.3,162.97,169.2,113.27,11.84,12.29,,11.97,6.61,26.86,15,101.84,6.61
30185,175.3,164.39,136,112.49,12.07,12.14,,11.97,6.6,22.31,25.4,97.07,6.62
30186,147.6,152.87,158.4,110.87,11.9,12.27,,11.97,6.64,24.49,15,95.35,6.63
30187,172,153.9,181.9,114.62,11.82,12.36,0.35,11.97,6.61,27.03,12.7,95.59,6.6
30188,164.4,162.46,169.5,122.61,12.08,12.2,,11.97,6.62,21.94,26.1,96.51,6.63
30189,164.2,161.04,168.6,115.57,11.72,12.34,,11.97,6.6,25.73,12.2,108.44,6.61
30190,180.1,141.11,152.5,110.68,11.83,12.26,0.38,11.97,6.61,24.53,11.9,101.11,6.6
30191,147.3,167.19,151.5,121.93,12.06,12.26,,11.97,6.62,23.45,21.7,95.68,6.6
30192,139,154.68,144.6,113.8,11.82,12.26,0.38,11.97,6.61,25.53,16.9,102.42,6.6
30193,183.9,174.4,174.7,114.95,12.04,12.2,,11.97,6.63,23.57,17.8,104.54,6.61
30194,142.3,165.01,164.1,118.4,11.86,12.34,,11.97,6.61,24.88,11.7,99.11,6.61
30195,156.5,143.94,157.1,114.36,12.11,12.23,0.4,11.97,6.41,18.27,18.9,81.35,6.41
30196,149.9,158.06,128.8,117.63,11.82,12.34,0.38,11.97,6.6,23.69,13.2,95.9,6.61
30197,165.2,141.46,162.1,107.3,12.12,12.31,0.31,11.97,6.41,16.81,18.8,77.44,6.4
30198,192.8,145.25,167.9,116.01,11.82,12.34,0.37,11.97,6.61,20.54,11,90.39,6.61
30199,181.3,159.07,179.3,116.71,12.08,12.27,,11.97,6.6,25.91,20,103.03,6.61
30200,171,152.96,166.6,114.28,12.09,12.26,,11.97,6.61,22.59,20.2,99.59,6.63
30201,149.7,162.23,147.9,114.82,11.88,12.36,,11.97,6.61,24.25,13.9,96.59,6.61
30202,145.9,156.14,136.4,113.01,12.12,12.22,0.41,11.97,6.41,22.09,11.7,95.95,6.4
30203,187.8,147.63,149.8,110.07,12.04,12.28,0.41,11.97,6.44,23.83,12.1,98.3,6.4
30204,163.5,142.44,155.3,113.73,12.12,12.29,0.39,11.97,6.42,18.66,16.3,82.1,6.41
30205,142.2,149.17,150,116.6,12.09,12.2,0.41,11.97,6.41,18.88,18.7,86.38,6.41
30206,145.3,183.67,147.8,110.69,12.06,12.22,,11.98,6.62,26.3,12.5,113.13,6.62
30207,165.8,147.59,156.1,112.82,12.06,12.23,0.41,11.97,6.41,22.35,20.1,99.21,6.42
30208,161.9,157.59,169.1,112.98,12.14,12.27,0.4,11.97,6.43,20.84,17.1,98.23,6.41
30209,164.7,153.85,173.5,112.89,11.86,12.27,,11.97,6.6,25.84,15.6,115.69,6.62
30210,174.5,144.72,151.7,111.5,11.85,12.22,0.31,11.97,6.61,25,17.9,107.95,6.62
30211,156.9,147.22,137.5,112.87,11.91,12.27,,11.97,6.62,26.8,14.1,96.91,6.61
30212,161.8,161.25,174.4,108.23,11.83,12.33,,11.97,6.64,26.25,10.5,107.16,6.6
30213,172,145.38,153.9,107.79,12.05,12.18,0.41,11.97,6.41,22.03,38.4,97.11,6.4
30214,166.2,164.07,150.3,110.02,11.83,12.34,0.37,11.97,6.61,25.86,14.7,104.52,6.61
30215,165.2,153.52,127.7,111.53,11.91,12.27,,11.97,6.62,27.03,20.5,98.66,6.61
30216,158.1,147.06,146.6,115.79,11.9,12.32,,11.97,6.61,24.27,19.7,93.88,6.62
30217,187.8,153.61,166,112.97,12.1,12.22,,11.97,6.62,23.06,16.6,93.2,6.61
30218,150.3,174.78,171.5,112.28,12.06,12.2,,11.97,6.62,24.87,19.8,96.27,6.63
30219,138.1,158.23,148.6,113.87,12.08,12.26,,11.97,6.62,22.02,19,101.21,6.62
30220,163.4,156.34,171.3,121.93,12.03,12.26,0.41,11.97,6.41,23.74,13.9,98.91,6.43
30221,166.8,132.39,173.1,118.59,12.1,12.21,0.37,11.97,6.41,21.41,22.7,91.46,6.4
30222,161.5,153.23,142.4,114.76,11.82,12.22,0.37,11.97,6.61,26.29,18.1,96.46,6.61
30223,164.6,154.11,158.4,109.5,11.82,12.2,0.39,11.97,6.6,22.07,27.4,110.24,6.61
30224,163.1,158.78,156.8,114.28,12.09,12.13,,11.97,6.62,21.95,20.6,100.01,6.6
30225,138.9,160.02,145.9,112.28,11.84,12.2,,11.98,6.61,24.89,22.9,105.37,6.62
30226,160.4,153.72,163.2,106.52,12.13,12.23,0.4,11.97,6.4,18.52,13.6,81.26,6.44
30227,159.8,156.63,160.9,113.16,12.13,12.3,0.41,11.97,6.4,21.17,17.9,99.14,6.41
30228,185.6,159.35,166.4,113.45,11.82,12.33,0.41,11.97,6.62,22.63,15.4,95.14,6.61
30229,163.1,150.75,149.1,113.12,12.1,12.22,0.39,11.97,6.41,18.14,11.7,80.03,6.41
30230,141.4,161.34,193.8,111.99,11.77,12.24,,11.97,6.61,23.47,16.7,96.33,6.6
30231,159.2,155.06,171.5,116.91,12.09,12.25,,11.97,6.6,24.11,17.5,103.2,6.6
30232,153.5,148,140.7,117.17,11.84,12.2,,11.97,6.61,26.11,15.4,95.83,6.61
30233,185.2,167.13,168.9,109.08,11.88,12.21,,11.97,6.61,22.31,15.9,90.67,6.61
30234,184.4,164.88,197.5,114.76,11.76,12.24,,11.97,6.62,25.83,12.8,95.57,6.51
30235,198,156.13,189,108.59,11.71,12.29,,11.97,6.53,23.92,11.2,95.18,6.63
30236,163.5,158.24,144.4,121.04,11.9,12.25,,11.97,6.61,23.74,15.1,97.42,6.61
30237,166.1,159.16,158.6,112.48,12.09,12.21,,11.97,6.62,25.77,35.1,96.13,6.6
30238,137.4,158.34,147.5,112.98,12.05,12.37,0.41,11.97,6.41,24.98,19.5,102.84,6.42
30239,147.2,154.86,139.6,114.47,12.06,12.23,0.37,11.97,6.4,24.32,16.4,107.36,6.42
30240,162.5,158.73,147.9,117.91,12.08,12.18,,11.97,6.62,25.99,31.1,95.86,6.64
30241,136.1,157.41,144.5,120.21,12.03,12.28,0.41,11.97,6.41,24.47,13.8,106.48,6.42
30242,182.5,145.88,156.2,111.24,12.04,12.38,0.41,11.97,6.41,22.91,10.3,99.79,6.41
30243,189.2,146.42,173.8,115.66,11.84,12.33,,11.97,6.63,26.45,14.6,94.47,6.62
30244,164.2,179.02,165.7,113.91,12.05,12.22,,11.97,6.63,23.37,15.2,108.24,6.66
30245,160.1,169.19,170.7,114.36,12.07,12.3,,11.97,6.62,24.41,15,103.95,6.6
30246,175.5,163.84,149,112.98,11.85,12.29,,11.97,6.61,26.55,17.4,106.92,6.61
30247,149.3,150.36,150.8,109.28,11.91,12.26,,11.97,6.63,22.98,13.7,97.14,6.62
30248,145.4,152.42,131.4,114.4,12.08,12.25,0.38,11.97,6.41,23.71,18,102.33,6.44
30249,154.9,152.08,169.1,114.16,12.04,12.36,0.41,11.97,6.42,24.37,9.1,100.1,6.4
30250,155.3,155.45,159.1,114.04,12.12,12.2,0.39,11.97,6.43,23.1,22.5,96.82,6.44
30251,146.5,155.16,145.6,109.63,12.12,12.32,0.39,11.97,6.41,22.79,17.3,100.8,6.43
30252,157.8,154.08,157.2,114.12,12.13,12.24,0.32,11.97,6.41,22.36,15.3,91.92,6.43
30253,147,137.91,152.7,110.93,12.1,12.25,0.41,11.97,6.41,23.66,14,100.67,6.4
30254,165,166.05,161.7,113.35,12.06,12.31,,11.97,6.62,22.38,12.2,101.45,6.61
30255,163.5,153.88,161.3,112.03,12.09,12.3,0.39,11.97,6.41,20.62,15.2,90.22,6.42
30256,158.1,163.02,173.2,113.3,12.08,12.2,,11.97,6.62,26.04,13.6,103.05,6.6
30257,174,167.06,156.2,119.46,12.09,12.25,,11.97,6.61,24.15,23.6,97.92,6.61
30258,163.3,165.8,160.9,114.43,11.9,12.39,,11.97,6.6,23.76,20.8,92.46,6.63
30259,183,138.81,182.5,112.02,11.84,12.29,0.33,11.97,6.6,22.84,10.7,98.87,6.6
30260,153.8,159.54,177.9,110.49,11.82,12.21,0.38,11.97,6.61,26.29,13.6,99.55,6.61
30261,138.6,151.55,150.8,109.96,12.09,12.3,0.4,11.97,6.41,20.47,14.8,84.31,6.41
30262,158.7,156.51,151.3,127.24,11.85,12.33,0.39,11.97,6.61,24.65,22,95.41,6.61
30263,145.3,150.28,143.1,114.66,11.9,12.27,,11.97,6.62,23.76,10.7,91.07,6.63
30264,192.7,151.2,144.7,112.47,11.84,12.21,0.33,11.97,6.61,24.89,15.5,94.89,6.62
30265,131.9,157.14,161.5,111.17,12.08,12.28,,11.97,6.61,24.16,14.2,100.28,6.61
30266,148.1,151.5,159.9,117.04,12.12,12.37,0.39,11.97,6.41,20.03,43.8,103.53,6.42
30267,149,144.35,143.9,111.43,12.1,12.23,0.41,11.97,6.4,23.54,15.3,96.8,6.4
30268,162.1,151.66,152.7,111.48,12.05,12.18,0.41,11.97,6.43,24.65,23,102.45,6.41
30269,154.5,156.64,169.6,110.27,11.83,12.26,0.38,11.97,6.6,25.31,19.2,108.69,6.62
30270,141.2,137.43,138.8,110.1,12.11,12.38,0.41,11.97,6.41,22.67,9.1,103.23,6.41
30271,152.2,156.12,197.8,113.26,12.05,12.18,0.41,11.97,6.4,23.92,24.1,99.67,6.33
30272,152.2,157.47,171,106.73,11.89,12.24,,11.98,6.6,25.04,19,91.59,6.6
30273,165.4,155.69,197.6,109.49,12.03,12.45,0.41,11.97,6.42,23.3,11,99.19,6.4
30274,138.7,145.82,169.3,108.48,11.85,12.41,0.37,11.97,6.61,25.07,31.2,105.27,6.62
30275,172.6,140.76,163.1,113.06,12.12,12.17,0.4,11.97,6.4,17.06,16.9,78.63,6.41
30276,172.7,152.83,143.1,111.03,12.08,12.18,,11.97,6.61,21.8,31.4,93.68,6.61
30277,168.2,163.16,174.1,121.28,12.06,12.26,,11.97,6.61,20.84,13,101.71,6.62
30278,139.4,147.33,169.8,109.49,12.09,12.3,0.41,11.97,6.41,21.25,15.2,92.72,6.41
30279,144,145.33,171.8,115.41,12.04,12.19,0.41,11.97,6.4,23.59,15.4,99.26,6.44
30280,172,159.41,144.6,113.99,12.1,12.3,0.38,11.97,6.41,19.73,17.6,86.09,6.41
30281,145.3,160.37,197.4,111.01,11.8,12.26,0.39,11.97,6.6,25.99,12.9,101.89,6.56
30282,157.1,175.71,141.8,123.03,12.08,12.18,,11.97,6.62,24.63,15.7,102.16,6.61
30283,165.3,176.81,160.7,106.91,12.07,12.33,,11.97,6.6,24.27,17.3,97.7,6.61
30284,177.3,145.14,164.5,112.39,11.86,12.24,,11.98,6.6,26.74,16.1,101.06,6.61
30285,127.9,144.8,152.4,115.42,12.09,12.22,0.38,11.97,6.42,21.14,12.8,95.6,6.42
30286,165.1,161.1,148.9,115.51,11.88,12.3,,11.97,6.62,22.92,12.6,88.98,6.6
30287,144,153.14,152.7,112.27,11.82,12.2,0.38,11.97,6.61,25.74,38.4,98.05,6.62
30288,160.3,144.84,152.2,111.57,12.1,12.39,0.39,11.97,6.41,20.78,12.2,88.86,6.4
30289,141.6,154.62,176.9,106.94,12.04,12.26,0.41,11.97,6.41,24.74,14.5,100.93,6.4
30290,197.9,141.85,190.3,117.04,11.79,12.22,,11.97,6.24,22.27,19.8,96.34,6.61
30291,148.9,156.58,156.9,112.62,12.1,12.25,0.4,11.97,6.41,19.23,14.1,82.72,6.46
30292,159.9,154.07,147.2,113.38,12.04,12.29,0.41,11.97,6.4,22.75,16.1,102.31,6.4
30293,166.5,165.42,150.4,109.47,12.08,12.36,,11.97,6.61,24.01,7.9,100.83,6.6
30294,155.2,154.98,131.9,113.09,12.08,12.13,,11.97,6.61,21.62,17.3,92.85,6.65
30295,148.9,176.86,161.1,111.37,11.92,12.13,,11.97,6.64,26.79,19.7,93,6.62
30296,197.7,141.62,156.1,114.54,11.84,12.25,0.37,11.97,6.47,25.71,37.5,97.75,6.63
30297,153.2,146.45,150.2,112.28,12.12,12.28,0.39,11.97,6.41,16.72,10.1,89.19,6.4
30298,156.3,171.48,151.1,109.48,11.81,12.29,0.34,11.97,6.6,25.18,14.7,108.29,6.61
30299,155.8,173.08,188.4,111.55,12.07,12.3,,11.97,6.63,22.79,12.5,100.35,6.61
30300,163,164.3,169.9,116.87,12.1,12.27,0.38,11.97,6.42,22.38,17.1,100.95,6.43
30301,159.3,145.09,149.1,114.05,11.9,12.4,,11.97,6.64,22.11,24.6,88.75,6.6
30302,142,137.82,177.9,111.87,11.83,12.3,0.37,11.97,6.61,24.69,36.6,92.41,6.62
30303,175.9,136.16,153.4,115.68,12.11,12.24,0.33,11.97,6.41,19.07,11.6,85.14,6.4
30304,164.3,175.95,148.5,111.52,11.92,12.22,,11.97,6.62,28.92,15.5,97.78,6.61
30305,173.4,154.6,166,130.52,11.97,12.21,,11.97,6.62,25.05,27.8,94.12,6.61
30306,146,157.75,168.6,112.83,11.82,12.24,0.39,11.97,6.6,25.34,16.4,108.74,6.61
30307,167.9,142.13,149.1,110.01,11.92,12.19,,11.97,6.62,23.82,17,93.59,6.61
30308,162.4,155.77,135.3,116.36,12.1,12.38,0.38,11.97,6.41,19.86,8.2,90.7,6.41
30309,154.8,141.54,127.5,109.39,12.12,12.33,0.4,11.97,6.41,17.75,10.6,84.07,6.43
30310,156.9,145.84,150.4,119.31,11.9,12.28,,11.97,6.62,20.76,15.1,88.39,6.63
30311,164.5,147.39,138.3,113.13,12.12,12.2,0.39,11.97,6.4,19.68,18.9,86.06,6.41
30312,173.4,153.39,128.9,116.04,12.08,12.37,,11.98,6.62,22.43,10.3,98.24,6.61
30313,158.1,174.75,167.7,115.53,11.91,12.1,,11.97,6.62,26.67,22.2,103.02,6.66
30314,150,149.52,184.4,112,11.86,12.23,,11.97,6.61,25.18,18.8,104.64,6.62
30315,162.5,154.94,197.6,111.39,12.02,12.24,0.41,11.97,6.4,24.82,12.9,107.27,6.39
30316,143,154.3,158.3,113.12,12.08,12.34,,11.97,6.62,21.13,9.8,102.06,6.62
30317,144.5,147.96,170.5,111.47,11.77,12.26,,11.97,6.61,25.96,53.3,92.3,6.61
30318,180.1,157.2,148.5,110.2,11.81,12.21,0.36,11.97,6.61,24.83,21.2,96.57,6.61
30319,157.9,159.04,160.2,113.23,11.84,12.23,,11.97,6.61,23.42,31.3,97.24,6.62
30320,163.9,154.55,174.6,108.09,11.89,12.24,,11.97,6.62,25.13,15.3,91.64,6.61
30321,139.9,158.98,197.8,112.66,11.88,12.24,,11.97,6.62,23.71,17,90.87,6.17
30322,156.5,155.65,181.8,112.9,12.11,12.25,0.38,11.97,6.41,18.73,13.6,82.45,6.4
30323,158,171.77,139.1,107.47,12.07,12.27,,11.98,6.62,24.12,17.9,95.72,6.62
30324,175.1,168.8,164.7,116.53,12.07,12.29,,11.97,6.62,22.76,11.2,94.74,6.62
30325,138.6,145.12,155.3,112.99,12.08,12.33,0.41,11.97,6.4,22.23,11.5,95.82,6.4
30326,173.4,152.04,127.5,112.55,12.12,12.33,0.39,11.97,6.41,17.82,12.9,80.31,6.42
30327,164.9,161,168.2,106.83,11.89,12.34,,11.97,6.62,22.54,14.1,87.47,6.63
30328,146.6,157.04,161.6,116.36,12.04,12.28,0.41,11.97,6.43,25.21,14.8,99.6,6.41
30329,169.8,171.86,142.5,109.4,12.06,12.25,,11.98,6.62,21.88,16.2,98.85,6.61
30330,179.7,155.03,134.6,117.75,12.09,12.3,,11.97,6.62,24.03,11.7,104.45,6.63
30331,176,176.91,141.6,118.77,12.07,12.27,,11.97,6.63,20.74,12.4,95.58,6.61
30332,150.8,165.22,174.3,109.81,12.13,12.2,0.41,11.97,6.41,17.81,17.8,93.22,6.4
30333,170.7,185.64,172.6,113.07,12.06,12.25,,11.97,6.62,24.42,15.3,104.49,6.61
30334,144.1,161.26,150.3,119.57,12.12,12.24,0.38,11.97,6.4,19.7,14.3,80.26,6.41
30335,158.2,141.3,182.5,106.77,11.84,12.28,0.35,11.97,6.6,24.83,15.3,97.83,6.65
30336,189.8,142.87,158.3,112.37,12.06,12.19,0.41,11.97,6.41,19.79,16.2,91.93,6.41
30337,138.1,169.21,138.7,113.18,12.05,12.33,,11.97,6.62,20.68,10.5,98.76,6.61
30338,172.3,136.29,141.2,105.89,12.1,12.26,0.41,11.97,6.4,21.69,17.2,100.19,6.41
30339,158.7,163.55,170.7,111.35,12.08,12.24,,11.98,6.61,26.96,36.1,104.04,6.61
30340,149.2,152.6,165.5,114.2,12.1,12.26,0.39,11.97,6.41,19.99,18.4,84.84,6.41
30341,164.9,154.95,180.2,110.11,12.03,12.34,0.41,11.97,6.41,25.2,15.8,105.62,6.41
30342,160.5,154.27,187.4,115.22,11.84,12.25,0.36,11.97,6.6,27.15,15.7,95.15,6.62
30343,176.3,162.46,174.8,114.99,11.89,12.33,,11.97,6.63,23.51,14.4,90.39,6.6
30344,180.4,141.32,155.4,110.92,11.85,12.26,,11.97,6.6,24.62,14,103.82,6.61
30345,167.5,174.51,158.1,111.45,11.88,12.29,,11.97,6.63,26.08,12.7,100.11,6.62
30346,175.7,155.26,138.6,111.07,12.09,12.27,0.41,11.97,6.41,24.16,16.5,103.11,6.41
30347,171.7,162.63,180.7,112.89,11.9,12.29,,11.97,6.62,23.55,11.7,89.89,6.62
30348,157.4,169.82,155.2,109.02,12.06,12.23,,11.97,6.6,22.92,20.8,96.22,6.63
30349,141.5,147.52,142.6,110.48,12.12,12.36,0.4,11.97,6.41,17.78,11.8,79.03,6.4
30350,157.1,168.14,160.3,105.13,11.87,12.29,,11.97,6.62,24.95,20.4,94.79,6.61
30351,144,152.24,131.3,114.6,12.11,12.3,0.4,11.97,6.41,17.99,17.2,86.18,6.42
30352,139.1,169.66,148.8,109.76,12.08,12.3,,11.98,6.62,24.3,14.2,97.28,6.62
30353,148.9,177.04,155.2,124.95,12.06,12.18,,11.97,6.61,23.82,15.7,101.45,6.61
30354,137.4,179.54,157.4,113.87,12.05,12.28,,11.97,6.62,23.72,16.8,99.16,6.63
30355,197.5,177.28,168.6,117.12,12.05,12.36,,11.97,6.48,23.71,10.8,102.28,6.62
30356,158.3,177.78,184.4,115.93,12.08,12.15,,11.97,6.6,22.99,37.1,96.81,6.64
30357,140,135.91,140.7,106.85,12.06,12.29,0.41,11.97,6.41,24.74,14.4,100.31,6.4
30358,158.7,156.18,148.4,112.63,11.82,12.24,0.32,11.97,6.61,24.11,17.2,96.89,6.6
30359,152.9,151.16,154.6,109.3,11.9,12.25,,11.98,6.62,23.94,13.1,93.56,6.61
30360,166.4,140.41,163.8,113.29,11.83,12.28,0.37,11.97,6.62,25.03,12.5,98.49,6.6
30361,164,152.27,123.5,112.72,12.06,12.22,0.41,11.97,6.4,24.19,13.6,101.78,6.41
30362,165.7,148.5,168.1,109.82,12.13,12.31,0.39,11.97,6.41,20.93,18,94.59,6.41
30363,155.1,154.39,149.4,116.79,11.95,12.32,,11.97,6.62,23.05,12.7,93.21,6.61
30364,157.4,171.99,148.8,110.49,12.06,12.24,,11.97,6.62,22.69,16,102.42,6.6
30365,189.9,144.33,188,114.06,12.05,12.23,0.41,11.97,6.42,22.53,20.7,103.5,6.42
30366,139.8,157.44,166.4,108.48,12.09,12.15,,11.97,6.63,23.02,20.6,98,6.62
30367,154.7,151.1,128,112.07,11.83,12.24,0.38,11.97,6.61,25.41,17.1,99.25,6.6
30368,174.4,154.32,152.8,112.49,11.91,12.21,,11.97,6.6,22.31,16.9,87.6,6.6
30369,157.4,166.2,135.4,109.62,11.89,12.26,,11.97,6.61,23.41,15.2,92.72,6.61
30370,165.8,158.85,168.7,121.08,11.83,12.15,0.38,11.97,6.6,27.28,36.6,113.38,6.62
30371,174.3,160.47,168.1,113.59,12.08,12.26,,11.98,6.6,24.74,21.4,108.77,6.6
30372,154.5,151.82,145,116.51,12.13,12.25,0.38,11.97,6.4,19.97,18,91.01,6.44
30373,151.8,160.72,148.7,111.37,11.82,12.18,0.37,11.97,6.61,24.92,50.4,97.65,6.6
30374,144.8,154.33,163.9,111,11.91,12.37,,11.97,6.62,21.27,15.8,92.32,6.61
30375,180.7,151.88,152.7,117.31,12.05,12.17,0.39,11.97,6.4,23.63,20.5,92.44,6.42
30376,165.1,162.12,163.5,116.68,11.89,12.25,,11.97,6.61,23.22,17.2,97.69,6.62
30377,166.1,159.21,161.1,115.87,11.9,12.33,,11.97,6.65,25.28,12.5,96.09,6.61
30378,109.7,163.06,158.7,107.6,11.82,12.36,,11.97,6.6,24.64,17.7,106.7,6.61
30379,149.1,181.53,142.4,114.13,11.9,12.23,,11.97,6.61,28.41,16.1,102.31,6.61
